,pid,accuracy,balanced_accuracy,auc,macro_precision,macro_recall,macro_f1-score,macro_support,weighted_precision,weighted_recall,weighted_f1-score,weighted_support,0_precision,0_recall,0_f1-score,0_support,1_precision,1_recall,1_f1-score,1_support
0,1,0.6067796610169491,0.5858093126385809,0.6576813430471967,0.5811011511166029,0.5858093126385809,0.5809472126273705,118.0,0.6228289358318412,0.6067796610169491,0.6125197759090792,118.0,0.7178755565721059,0.6545454545454545,0.6844350589396377,77.0,0.4443267456610999,0.5170731707317073,0.4774593663151032,41.0
1,2,0.6735632183908046,0.6237103174603175,0.6718253968253969,0.6118239040814814,0.6237103174603175,0.6144873762515065,87.0,0.69549010623276,0.6735632183908046,0.6819839676019319,87.0,0.7984638934958722,0.7349206349206349,0.7650566954178399,63.0,0.42518391466709043,0.5125,0.463918057085173,24.0
2,3,0.6562091503267974,0.6003968253968254,0.7214462081128747,0.6769184079508996,0.6003968253968254,0.5813204409992496,153.0,0.6715726239262654,0.6562091503267974,0.6125417087548217,153.0,0.646625631811305,0.9166666666666666,0.7582409582808248,90.0,0.7072111840904944,0.2841269841269841,0.4043999237176745,63.0
3,7,0.6643939393939393,0.6557030708843223,0.7514199953821288,0.6658656549433912,0.6557030708843223,0.6547267953535265,132.0,0.665560823462021,0.6643939393939393,0.6590398428524539,132.0,0.6618418793893037,0.7704225352112676,0.7116590223393676,71.0,0.6698894304974786,0.5409836065573771,0.5977945683676855,61.0
4,9,0.6228571428571429,0.5526515151515152,0.6170454545454545,0.5551969696969697,0.5526515151515152,0.5534554730983302,35.0,0.6155428571428572,0.6228571428571429,0.6188143828960155,35.0,0.7176666666666667,0.7416666666666667,0.7294217687074831,24.0,0.39272727272727276,0.36363636363636365,0.3774891774891775,11.0
5,10,0.7890109890109891,0.8933333333333333,0.9644444444444444,0.5260172608864391,0.8933333333333333,0.4892179268960441,91.0,0.9895827969425591,0.7890109890109891,0.8711725539482739,91.0,0.05203452177287822,1.0,0.09868004979769686,1.0,1.0,0.7866666666666667,0.8797558039943913,90.0
6,12,0.6610389610389611,0.6848725790010194,0.7405300713557594,0.6534756099431427,0.6848725790010194,0.6425439508010045,154.0,0.7372139579670592,0.6610389610389611,0.6761929130511471,154.0,0.8549710098756919,0.6275229357798164,0.7235117662154102,109.0,0.4519802100105935,0.7422222222222222,0.5615761353865987,45.0
7,13,0.8108527131782945,0.41507936507936505,0.23439153439153437,0.4860531605894499,0.41507936507936505,0.44772092675616604,129.0,0.9494991974305533,0.8108527131782945,0.8746176243608824,129.0,0.9721063211788998,0.8301587301587301,0.8954418535123321,126.0,0.0,0.0,0.0,3.0
8,14,0.7552845528455284,0.5763599537037037,0.6723668981481482,0.6750705772473162,0.5763599537037037,0.5758680617063022,246.0,0.7516114689992186,0.7552845528455284,0.7293535198722033,246.0,0.8115130364572292,0.8953125,0.8494725740889955,192.0,0.5386281180374033,0.2574074074074074,0.3022635493236089,54.0
9,19,0.6159509202453988,0.5834267753992525,0.5941046551138294,0.5791713476971374,0.5834267753992525,0.579616537147238,163.0,0.6293603576624535,0.6159509202453988,0.6211691511887866,163.0,0.7279133226852561,0.6798165137614679,0.7027633751249182,109.0,0.43042937270901876,0.48703703703703705,0.4564696991695577,54.0
10,20,0.8646258503401361,0.5032072368421052,0.5246916118421052,0.4902765296868951,0.5032072368421052,0.47641401664029404,147.0,0.7729243708090889,0.8646258503401361,0.8106063341296471,147.0,0.8714621502828812,0.990625,0.9271137475663023,128.0,0.10909090909090909,0.015789473684210527,0.02571428571428571,19.0
11,21,0.879746835443038,0.5471230158730158,0.5055555555555555,0.5847197109093287,0.5471230158730158,0.5556984999006126,79.0,0.8601220046954854,0.879746835443038,0.8678414287921152,79.0,0.9194394218186576,0.951388888888889,0.9350722134764388,72.0,0.25,0.14285714285714285,0.17632478632478632,7.0
12,22,0.6684563758389261,0.6121693121693121,0.6390476190476191,0.542800440345366,0.6121693121693121,0.5119973809483507,149.0,0.8612013105572212,0.6684563758389261,0.7362718268439881,149.0,0.15072002991919736,0.5428571428571429,0.23582471616777254,14.0,0.9348808507715347,0.6814814814814815,0.7881700457289289,135.0
13,23,0.8445652173913043,0.7938832772166105,0.879236812570146,0.6882790560267031,0.7938832772166105,0.7179508143848512,92.0,0.8941332785995891,0.8445652173913043,0.8616538367342128,92.0,0.9588303199796391,0.8604938271604938,0.9068176437582981,81.0,0.4177277920737673,0.7272727272727273,0.5290839850114043,11.0
14,all,0.722381109094158,0.6162661350106627,0.6552705428844424,0.5940549843657944,0.6162661350106627,0.5701403866793461,126.78571428571429,0.765474577875641,0.722381109094158,0.7309842047811114,126.78571428571429,0.7043902687075418,0.7997426783298022,0.7088222459566655,82.64285714285714,0.48371970002404735,0.4327895916915235,0.4314585274020268,44.142857142857146
15,all_std,0.098,0.118,0.173,0.07,0.118,0.074,50.188,0.126,0.098,0.106,50.188,0.276,0.143,0.247,50.25,0.278,0.263,0.252,36.7
