,pnum,experiment_num,selected_features
0,1,0,"['(NR)_call_log_mute', '(NR)_fitbit_hr_max', '(NR)_acc_x_mean', '(NR)_acc_magnitude_mean', '(NR)_acc_y_std', '(NR)_acc_magnitude_std', '(S)_env_temperature_std', '(S)_env_co2_std', '(S)_env_humidity_max', '(S)_env_co2_max', '(S)_customer_audio_max_contrast_2', '(S)_customer_audio_max_contrast_3', '(S)_customer_audio_max_contrast_4', '(S)_customer_audio_max_contrast_6', '(S)_customer_audio_max_mfcc_12', '(S)_customer_audio_max_mfcc_13', '(S)_customer_audio_max_mfcc_3', '(S)_customer_audio_max_mfcc_5', '(S)_customer_audio_max_mfcc_6', '(S)_customer_audio_max_mfcc_8', '(S)_customer_audio_mean_contrast_1', '(S)_customer_audio_mean_contrast_5', '(S)_customer_audio_mean_f0', '(S)_customer_audio_mean_mfcc_4', '(S)_customer_audio_mean_mfcc_7', '(S)_customer_audio_mean_spec_bw', '(S)_customer_audio_min_contrast_4', '(S)_customer_audio_min_contrast_5', '(S)_customer_audio_min_contrast_6', '(S)_customer_audio_min_f0', '(S)_customer_audio_min_mfcc_11', '(S)_customer_audio_min_mfcc_12', '(S)_customer_audio_min_mfcc_13', '(S)_customer_audio_min_mfcc_8', '(S)_customer_audio_min_spec_bw', '(S)_customer_audio_std_contrast_7', '(S)_customer_audio_std_mfcc_11', '(S)_customer_audio_std_rolloff_min', '(R)_worker_audio_max_contrast_1', '(R)_worker_audio_max_contrast_2', '(R)_worker_audio_max_contrast_6', '(R)_worker_audio_max_contrast_7', '(R)_worker_audio_max_mfcc_2', '(R)_worker_audio_max_mfcc_4', '(R)_worker_audio_max_mfcc_5', '(R)_worker_audio_max_mfcc_8', '(R)_worker_audio_max_rolloff_min', '(R)_worker_audio_max_spec_bw', '(R)_worker_audio_mean_contrast_7', '(R)_worker_audio_mean_f0', '(R)_worker_audio_mean_zcr', '(R)_worker_audio_min_cent', '(R)_worker_audio_min_contrast_1', '(R)_worker_audio_min_contrast_4', '(R)_worker_audio_min_contrast_5', '(R)_worker_audio_min_contrast_7', '(R)_worker_audio_min_mfcc_11', '(R)_worker_audio_min_mfcc_12', '(R)_worker_audio_min_mfcc_13', '(R)_worker_audio_min_mfcc_2', '(R)_worker_audio_min_mfcc_3', '(R)_worker_audio_min_mfcc_4', '(R)_worker_audio_min_mfcc_5', '(R)_worker_audio_min_mfcc_6', '(R)_worker_audio_min_mfcc_8', '(R)_worker_audio_min_zcr', '(R)_worker_audio_std_contrast_2', '(R)_worker_audio_std_contrast_5', '(R)_worker_audio_std_contrast_6', '(R)_worker_audio_std_energy', '(R)_worker_audio_std_mfcc_1', '(R)_worker_audio_std_rolloff', '(R)_worker_audio_std_spec_bw', '(R)_worker_transcript_ᆸ니까', '(R)_worker_transcript_가능', '(R)_worker_transcript_감사', '(R)_worker_transcript_는데', '(R)_worker_transcript_님', '(R)_worker_transcript_도', '(R)_worker_transcript_를', '(R)_worker_transcript_만', '(R)_worker_transcript_말씀', '(R)_worker_transcript_보', '(R)_worker_transcript_분', '(R)_worker_transcript_선생', '(R)_worker_transcript_센터', '(R)_worker_transcript_시청', '(R)_worker_transcript_아', '(R)_worker_transcript_안내', '(R)_worker_transcript_어서', '(R)_worker_transcript_으시', '(R)_worker_transcript_을', '(R)_worker_transcript_의', '(R)_worker_transcript_주', '(R)_worker_transcript_차량', '(R)_worker_transcript_한', '(S)_customer_transcript_,', '(S)_customer_transcript_ᆫ', '(S)_customer_transcript_거', '(S)_customer_transcript_거든요', '(S)_customer_transcript_것', '(S)_customer_transcript_게', '(S)_customer_transcript_고', '(S)_customer_transcript_그렇', '(S)_customer_transcript_도', '(S)_customer_transcript_되', '(S)_customer_transcript_려고', '(S)_customer_transcript_로', '(S)_customer_transcript_를', '(S)_customer_transcript_만', '(S)_customer_transcript_번', '(S)_customer_transcript_수', '(S)_customer_transcript_습니다', '(S)_customer_transcript_시', '(S)_customer_transcript_아', '(S)_customer_transcript_아니', '(S)_customer_transcript_알', '(S)_customer_transcript_어요', '(S)_customer_transcript_에', '(S)_customer_transcript_에서', '(S)_customer_transcript_여기', '(S)_customer_transcript_요', '(S)_customer_transcript_으로', '(S)_customer_transcript_을', '(S)_customer_transcript_저', '(R)_worker_transcript_positive_count', '(R)_worker_transcript_negative_count', '(IF)_before_work_arousal', '(S)_call_log_weekday_5']"
1,2,0,"['(NR)_call_log_mute', '(NR)_fitbit_hr_std', '(S)_env_temperature_mean', '(S)_env_co2_mean', '(S)_env_temperature_std', '(S)_customer_audio_max_contrast_1', '(S)_customer_audio_max_f0', '(S)_customer_audio_max_mfcc_11', '(S)_customer_audio_max_mfcc_3', '(S)_customer_audio_max_mfcc_4', '(S)_customer_audio_max_mfcc_5', '(S)_customer_audio_max_mfcc_7', '(S)_customer_audio_max_mfcc_8', '(S)_customer_audio_max_rolloff', '(S)_customer_audio_mean_f0', '(S)_customer_audio_mean_mfcc_11', '(S)_customer_audio_mean_mfcc_9', '(S)_customer_audio_mean_zcr', '(S)_customer_audio_min_contrast_3', '(S)_customer_audio_min_contrast_7', '(S)_customer_audio_min_energy', '(S)_customer_audio_min_mfcc_10', '(S)_customer_audio_min_mfcc_11', '(S)_customer_audio_min_mfcc_2', '(S)_customer_audio_min_mfcc_6', '(S)_customer_audio_min_mfcc_7', '(S)_customer_audio_min_spec_bw', '(S)_customer_audio_std_contrast_1', '(S)_customer_audio_std_contrast_2', '(S)_customer_audio_std_contrast_3', '(S)_customer_audio_std_contrast_6', '(S)_customer_audio_std_spec_bw', '(R)_worker_audio_max_contrast_3', '(R)_worker_audio_max_contrast_4', '(R)_worker_audio_max_contrast_5', '(R)_worker_audio_max_f0', '(R)_worker_audio_max_mfcc_11', '(R)_worker_audio_max_mfcc_12', '(R)_worker_audio_max_mfcc_13', '(R)_worker_audio_max_mfcc_2', '(R)_worker_audio_max_mfcc_3', '(R)_worker_audio_max_mfcc_4', '(R)_worker_audio_max_mfcc_7', '(R)_worker_audio_max_mfcc_9', '(R)_worker_audio_max_rolloff', '(R)_worker_audio_mean_contrast_1', '(R)_worker_audio_mean_contrast_5', '(R)_worker_audio_mean_energy', '(R)_worker_audio_mean_mfcc_1', '(R)_worker_audio_mean_spec_bw', '(R)_worker_audio_mean_zcr', '(R)_worker_audio_min_contrast_2', '(R)_worker_audio_min_contrast_4', '(R)_worker_audio_min_contrast_5', '(R)_worker_audio_min_contrast_6', '(R)_worker_audio_min_contrast_7', '(R)_worker_audio_min_energy', '(R)_worker_audio_min_mfcc_10', '(R)_worker_audio_min_mfcc_13', '(R)_worker_audio_min_mfcc_3', '(R)_worker_audio_min_mfcc_5', '(R)_worker_audio_min_mfcc_6', '(R)_worker_audio_min_mfcc_9', '(R)_worker_audio_std_contrast_1', '(R)_worker_audio_std_contrast_4', '(R)_worker_transcript_가능', '(R)_worker_transcript_감사', '(R)_worker_transcript_그', '(R)_worker_transcript_기다리', '(R)_worker_transcript_는데', '(R)_worker_transcript_로', '(R)_worker_transcript_면', '(R)_worker_transcript_번', '(R)_worker_transcript_번호', '(R)_worker_transcript_보', '(R)_worker_transcript_시청', '(R)_worker_transcript_아', '(R)_worker_transcript_어야', '(R)_worker_transcript_업무', '(R)_worker_transcript_었', '(R)_worker_transcript_일', '(R)_worker_transcript_주', '(R)_worker_transcript_쥐', '(R)_worker_transcript_지', '(R)_worker_transcript_쪽', '(S)_customer_transcript_,', '(S)_customer_transcript_ᆫ', '(S)_customer_transcript_거든요', '(S)_customer_transcript_게', '(S)_customer_transcript_겠', '(S)_customer_transcript_고', '(S)_customer_transcript_도', '(S)_customer_transcript_드리', '(S)_customer_transcript_려고', '(S)_customer_transcript_를', '(S)_customer_transcript_습니다', '(S)_customer_transcript_시', '(S)_customer_transcript_어서', '(S)_customer_transcript_어요', '(S)_customer_transcript_에', '(S)_customer_transcript_에서', '(S)_customer_transcript_예', '(S)_customer_transcript_오', '(S)_customer_transcript_으로', '(S)_customer_transcript_을', '(S)_customer_transcript_지금', '(R)_worker_transcript_negative_score', '(S)_customer_transcript_positive_count', '(IF)_before_work_valence']"
2,3,0,"['(S)_call_log_duration', '(NR)_fitbit_hr_std', '(NR)_acc_magnitude_mean', '(NR)_acc_z_std', '(NR)_acc_magnitude_std', '(S)_env_temperature_std', '(S)_env_humidity_std', '(S)_env_co2_std', '(S)_env_co2_min', '(S)_customer_audio_max_contrast_1', '(S)_customer_audio_max_contrast_2', '(S)_customer_audio_max_contrast_3', '(S)_customer_audio_max_contrast_4', '(S)_customer_audio_max_contrast_5', '(S)_customer_audio_max_contrast_6', '(S)_customer_audio_max_contrast_7', '(S)_customer_audio_max_f0', '(S)_customer_audio_max_mfcc_10', '(S)_customer_audio_max_mfcc_13', '(S)_customer_audio_max_mfcc_2', '(S)_customer_audio_max_mfcc_3', '(S)_customer_audio_max_mfcc_5', '(S)_customer_audio_max_mfcc_6', '(S)_customer_audio_max_mfcc_8', '(S)_customer_audio_max_spec_bw', '(S)_customer_audio_max_zcr', '(S)_customer_audio_mean_contrast_3', '(S)_customer_audio_mean_contrast_6', '(S)_customer_audio_mean_contrast_7', '(S)_customer_audio_mean_mfcc_12', '(S)_customer_audio_mean_mfcc_3', '(S)_customer_audio_mean_mfcc_4', '(S)_customer_audio_mean_mfcc_6', '(S)_customer_audio_mean_mfcc_7', '(S)_customer_audio_mean_mfcc_8', '(S)_customer_audio_mean_zcr', '(S)_customer_audio_min_cent', '(S)_customer_audio_min_contrast_1', '(S)_customer_audio_min_contrast_2', '(S)_customer_audio_min_contrast_3', '(S)_customer_audio_min_contrast_4', '(S)_customer_audio_min_contrast_5', '(S)_customer_audio_min_mfcc_1', '(S)_customer_audio_min_mfcc_13', '(S)_customer_audio_min_mfcc_3', '(S)_customer_audio_min_mfcc_4', '(S)_customer_audio_min_mfcc_5', '(S)_customer_audio_min_mfcc_9', '(S)_customer_audio_std_contrast_2', '(S)_customer_audio_std_contrast_7', '(S)_customer_audio_std_mfcc_8', '(R)_worker_audio_max_cent', '(R)_worker_audio_max_contrast_2', '(R)_worker_audio_max_contrast_3', '(R)_worker_audio_max_mfcc_10', '(R)_worker_audio_max_mfcc_11', '(R)_worker_audio_max_mfcc_13', '(R)_worker_audio_max_mfcc_5', '(R)_worker_audio_max_mfcc_6', '(R)_worker_audio_mean_contrast_3', '(R)_worker_audio_mean_contrast_4', '(R)_worker_audio_mean_mfcc_11', '(R)_worker_audio_mean_mfcc_6', '(R)_worker_audio_mean_mfcc_8', '(R)_worker_audio_mean_spec_bw', '(R)_worker_audio_mean_zcr', '(R)_worker_audio_min_cent', '(R)_worker_audio_min_contrast_4', '(R)_worker_audio_min_contrast_5', '(R)_worker_audio_min_contrast_7', '(R)_worker_audio_min_mfcc_1', '(R)_worker_audio_min_mfcc_12', '(R)_worker_audio_min_mfcc_13', '(R)_worker_audio_min_mfcc_4', '(R)_worker_audio_min_mfcc_6', '(R)_worker_audio_min_mfcc_9', '(R)_worker_audio_min_rolloff', '(R)_worker_audio_std_f0', '(R)_worker_audio_std_mfcc_10', '(R)_worker_audio_std_mfcc_2', '(R)_worker_audio_std_mfcc_4', '(R)_worker_audio_std_mfcc_7', '(R)_worker_audio_std_mfcc_8', '(R)_worker_audio_std_rolloff', '(R)_worker_audio_std_rolloff_min', '(R)_worker_audio_std_spec_bw', '(S)_customer_audio_duration', '(R)_worker_transcript_,', '(R)_worker_transcript_가능', '(R)_worker_transcript_감사', '(R)_worker_transcript_것', '(R)_worker_transcript_그', '(R)_worker_transcript_기', '(R)_worker_transcript_님', '(R)_worker_transcript_대전', '(R)_worker_transcript_도', '(R)_worker_transcript_로', '(R)_worker_transcript_말씀', '(R)_worker_transcript_면', '(R)_worker_transcript_번', '(R)_worker_transcript_번호', '(R)_worker_transcript_분', '(R)_worker_transcript_세요', '(R)_worker_transcript_센터', '(R)_worker_transcript_습니까', '(R)_worker_transcript_시청', '(R)_worker_transcript_안내', '(R)_worker_transcript_어서', '(R)_worker_transcript_어야', '(R)_worker_transcript_었', '(R)_worker_transcript_에서', '(R)_worker_transcript_연결', '(R)_worker_transcript_요', '(R)_worker_transcript_으로', '(R)_worker_transcript_으시', '(R)_worker_transcript_은', '(R)_worker_transcript_의', '(R)_worker_transcript_일', '(R)_worker_transcript_주', '(R)_worker_transcript_지', '(R)_worker_transcript_한', '(S)_customer_transcript_ᆯ', '(S)_customer_transcript_거', '(S)_customer_transcript_거든요', '(S)_customer_transcript_것', '(S)_customer_transcript_게', '(S)_customer_transcript_겠', '(S)_customer_transcript_고', '(S)_customer_transcript_그', '(S)_customer_transcript_는', '(S)_customer_transcript_는데', '(S)_customer_transcript_도', '(S)_customer_transcript_되', '(S)_customer_transcript_드리', '(S)_customer_transcript_려고', '(S)_customer_transcript_만', '(S)_customer_transcript_면', '(S)_customer_transcript_번', '(S)_customer_transcript_보', '(S)_customer_transcript_세요', '(S)_customer_transcript_습니다', '(S)_customer_transcript_아니', '(S)_customer_transcript_안', '(S)_customer_transcript_어서', '(S)_customer_transcript_어요', '(S)_customer_transcript_없', '(S)_customer_transcript_에', '(S)_customer_transcript_에서', '(S)_customer_transcript_여기', '(S)_customer_transcript_오', '(S)_customer_transcript_으로', '(S)_customer_transcript_지금', '(S)_customer_transcript_total_turn', '(S)_customer_transcript_positive_count', '(IF)_before_work_stress', '(S)_call_log_complaint_1', '(S)_call_log_hour_category_1']"
3,7,0,"['(NR)_acc_x_mean', '(NR)_acc_y_mean', '(NR)_acc_magnitude_mean', '(NR)_acc_z_std', '(S)_env_co2_mean', '(S)_env_humidity_std', '(S)_env_temperature_max', '(S)_env_humidity_max', '(S)_customer_audio_max_contrast_3', '(S)_customer_audio_max_contrast_4', '(S)_customer_audio_max_contrast_6', '(S)_customer_audio_max_contrast_7', '(S)_customer_audio_max_mfcc_12', '(S)_customer_audio_max_mfcc_13', '(S)_customer_audio_max_mfcc_5', '(S)_customer_audio_max_mfcc_8', '(S)_customer_audio_mean_cent', '(S)_customer_audio_mean_contrast_2', '(S)_customer_audio_mean_contrast_7', '(S)_customer_audio_mean_f0', '(S)_customer_audio_mean_mfcc_10', '(S)_customer_audio_mean_mfcc_13', '(S)_customer_audio_mean_mfcc_8', '(S)_customer_audio_min_contrast_1', '(S)_customer_audio_min_contrast_4', '(S)_customer_audio_min_mfcc_10', '(S)_customer_audio_min_mfcc_11', '(S)_customer_audio_min_mfcc_13', '(S)_customer_audio_min_mfcc_2', '(S)_customer_audio_min_mfcc_3', '(S)_customer_audio_min_mfcc_5', '(S)_customer_audio_min_mfcc_6', '(S)_customer_audio_min_mfcc_7', '(S)_customer_audio_min_mfcc_9', '(S)_customer_audio_min_spec_bw', '(S)_customer_audio_std_mfcc_12', '(S)_customer_audio_std_mfcc_13', '(S)_customer_audio_std_mfcc_3', '(S)_customer_audio_std_mfcc_4', '(S)_customer_audio_std_mfcc_6', '(S)_customer_audio_std_spec_bw', '(R)_worker_audio_max_cent', '(R)_worker_audio_max_contrast_1', '(R)_worker_audio_max_contrast_2', '(R)_worker_audio_max_contrast_6', '(R)_worker_audio_max_mfcc_10', '(R)_worker_audio_max_mfcc_12', '(R)_worker_audio_max_mfcc_13', '(R)_worker_audio_max_mfcc_4', '(R)_worker_audio_max_mfcc_6', '(R)_worker_audio_max_mfcc_8', '(R)_worker_audio_max_mfcc_9', '(R)_worker_audio_max_rolloff', '(R)_worker_audio_mean_contrast_2', '(R)_worker_audio_mean_contrast_5', '(R)_worker_audio_mean_contrast_7', '(R)_worker_audio_mean_mfcc_13', '(R)_worker_audio_mean_mfcc_3', '(R)_worker_audio_mean_spec_bw', '(R)_worker_audio_min_contrast_3', '(R)_worker_audio_min_contrast_4', '(R)_worker_audio_min_mfcc_2', '(R)_worker_audio_min_mfcc_3', '(R)_worker_audio_min_mfcc_4', '(R)_worker_audio_min_mfcc_6', '(R)_worker_audio_min_mfcc_9', '(R)_worker_audio_min_rolloff', '(R)_worker_audio_min_spec_bw', '(R)_worker_audio_std_cent', '(R)_worker_audio_std_contrast_3', '(R)_worker_audio_std_contrast_4', '(R)_worker_audio_std_f0', '(R)_worker_audio_std_mfcc_13', '(R)_worker_audio_std_mfcc_4', '(R)_worker_audio_std_mfcc_8', '(R)_worker_audio_std_rolloff', '(R)_worker_audio_std_zcr', '(S)_customer_audio_duration', '(R)_worker_transcript_ᆸ니까', '(R)_worker_transcript_감사', '(R)_worker_transcript_거', '(R)_worker_transcript_것', '(R)_worker_transcript_그', '(R)_worker_transcript_기다리', '(R)_worker_transcript_는데', '(R)_worker_transcript_대전', '(R)_worker_transcript_도', '(R)_worker_transcript_로', '(R)_worker_transcript_만', '(R)_worker_transcript_면', '(R)_worker_transcript_번호', '(R)_worker_transcript_보', '(R)_worker_transcript_분', '(R)_worker_transcript_센터', '(R)_worker_transcript_습니까', '(R)_worker_transcript_시청', '(R)_worker_transcript_었', '(R)_worker_transcript_에서', '(R)_worker_transcript_연결', '(R)_worker_transcript_요', '(R)_worker_transcript_으로', '(R)_worker_transcript_으시', '(R)_worker_transcript_을', '(R)_worker_transcript_의', '(R)_worker_transcript_일', '(R)_worker_transcript_쥐', '(R)_worker_transcript_쪽', '(R)_worker_transcript_한', '(S)_customer_transcript_,', '(S)_customer_transcript_거', '(S)_customer_transcript_거든요', '(S)_customer_transcript_것', '(S)_customer_transcript_고', '(S)_customer_transcript_그', '(S)_customer_transcript_는데', '(S)_customer_transcript_되', '(S)_customer_transcript_드리', '(S)_customer_transcript_번', '(S)_customer_transcript_보', '(S)_customer_transcript_세요', '(S)_customer_transcript_수', '(S)_customer_transcript_습니다', '(S)_customer_transcript_시', '(S)_customer_transcript_아', '(S)_customer_transcript_아니', '(S)_customer_transcript_어서', '(S)_customer_transcript_어야', '(S)_customer_transcript_어요', '(S)_customer_transcript_었', '(S)_customer_transcript_에', '(S)_customer_transcript_에서', '(S)_customer_transcript_요', '(S)_customer_transcript_으로', '(S)_customer_transcript_은', '(S)_customer_transcript_있', '(S)_customer_transcript_좀', '(S)_customer_transcript_지금', '(R)_worker_transcript_positive_count', '(S)_customer_transcript_negative_score', '(IF)_before_work_general_health', '(IF)_before_work_stress', '(IF)_before_work_valence', '(S)_call_log_hour_category_5']"
4,9,0,"['(NR)_call_log_mute', '(NR)_fitbit_hr_std', '(NR)_acc_y_mean', '(NR)_acc_magnitude_mean', '(NR)_acc_magnitude_std', '(S)_env_humidity_std', '(S)_env_temperature_max', '(S)_env_co2_max', '(S)_customer_audio_max_contrast_2', '(S)_customer_audio_max_mfcc_2', '(S)_customer_audio_max_mfcc_6', '(S)_customer_audio_max_mfcc_8', '(S)_customer_audio_std_rolloff', '(S)_customer_audio_std_spec_bw', '(R)_worker_audio_max_contrast_3', '(R)_worker_audio_max_contrast_5', '(R)_worker_audio_max_contrast_6', '(R)_worker_audio_max_mfcc_12', '(R)_worker_audio_max_mfcc_8', '(R)_worker_audio_max_spec_bw', '(R)_worker_audio_mean_contrast_1', '(R)_worker_audio_mean_contrast_5', '(R)_worker_audio_mean_f0', '(R)_worker_audio_min_mfcc_5', '(R)_worker_audio_std_mfcc_1', '(R)_worker_transcript_가능', '(R)_worker_transcript_를', '(R)_worker_transcript_말씀', '(R)_worker_transcript_업무', '(R)_worker_transcript_확인', '(S)_customer_transcript_ᆯ', '(S)_customer_transcript_것', '(S)_customer_transcript_그', '(S)_customer_transcript_번', '(S)_customer_transcript_보', '(S)_customer_transcript_세요', '(S)_customer_transcript_수', '(S)_customer_transcript_어요', '(S)_customer_transcript_없', '(S)_customer_transcript_여기', '(S)_customer_transcript_요', '(R)_worker_transcript_positive_count']"
5,10,0,"['(NR)_call_log_mute', '(NR)_fitbit_hr_min', '(NR)_acc_z_mean', '(NR)_acc_x_std', '(NR)_acc_y_std', '(NR)_acc_z_std', '(S)_env_temperature_std', '(S)_env_humidity_std', '(S)_env_co2_std', '(S)_env_temperature_min', '(S)_customer_audio_max_contrast_6', '(S)_customer_audio_max_contrast_7', '(S)_customer_audio_max_mfcc_4', '(S)_customer_audio_max_mfcc_5', '(S)_customer_audio_mean_contrast_1', '(S)_customer_audio_mean_contrast_5', '(S)_customer_audio_mean_contrast_7', '(S)_customer_audio_mean_mfcc_13', '(S)_customer_audio_mean_mfcc_4', '(S)_customer_audio_mean_mfcc_5', '(S)_customer_audio_mean_mfcc_7', '(S)_customer_audio_mean_mfcc_8', '(S)_customer_audio_mean_zcr', '(S)_customer_audio_min_mfcc_10', '(S)_customer_audio_min_mfcc_11', '(S)_customer_audio_min_mfcc_13', '(S)_customer_audio_min_mfcc_6', '(S)_customer_audio_min_mfcc_9', '(S)_customer_audio_std_contrast_1', '(S)_customer_audio_std_mfcc_10', '(S)_customer_audio_std_mfcc_13', '(S)_customer_audio_std_rolloff', '(R)_worker_audio_max_contrast_2', '(R)_worker_audio_max_contrast_3', '(R)_worker_audio_max_contrast_7', '(R)_worker_audio_max_mfcc_2', '(R)_worker_audio_max_mfcc_3', '(R)_worker_audio_max_mfcc_4', '(R)_worker_audio_max_mfcc_8', '(R)_worker_audio_mean_cent', '(R)_worker_audio_mean_contrast_3', '(R)_worker_audio_mean_contrast_4', '(R)_worker_audio_mean_contrast_6', '(R)_worker_audio_mean_mfcc_11', '(R)_worker_audio_mean_mfcc_4', '(R)_worker_audio_mean_mfcc_8', '(R)_worker_audio_mean_zcr', '(R)_worker_audio_min_contrast_4', '(R)_worker_audio_min_contrast_6', '(R)_worker_audio_min_energy', '(R)_worker_audio_min_mfcc_13', '(R)_worker_audio_min_mfcc_5', '(R)_worker_audio_min_mfcc_8', '(R)_worker_audio_std_contrast_5', '(R)_worker_audio_std_mfcc_10', '(R)_worker_audio_std_mfcc_4', '(R)_worker_audio_std_mfcc_7', '(R)_worker_transcript_ᆸ니까', '(R)_worker_transcript_감사', '(R)_worker_transcript_거', '(R)_worker_transcript_그', '(R)_worker_transcript_는데', '(R)_worker_transcript_대전', '(R)_worker_transcript_도', '(R)_worker_transcript_를', '(R)_worker_transcript_면', '(R)_worker_transcript_번호', '(R)_worker_transcript_보', '(R)_worker_transcript_선생', '(R)_worker_transcript_수', '(R)_worker_transcript_시청', '(R)_worker_transcript_안내', '(R)_worker_transcript_업무', '(R)_worker_transcript_을', '(R)_worker_transcript_쥐', '(R)_worker_transcript_지', '(R)_worker_transcript_차량', '(R)_worker_transcript_한', '(S)_customer_transcript_거', '(S)_customer_transcript_게', '(S)_customer_transcript_겠', '(S)_customer_transcript_고', '(S)_customer_transcript_그렇', '(S)_customer_transcript_드리', '(S)_customer_transcript_려고', '(S)_customer_transcript_로', '(S)_customer_transcript_를', '(S)_customer_transcript_만', '(S)_customer_transcript_면', '(S)_customer_transcript_수', '(S)_customer_transcript_아', '(S)_customer_transcript_아니', '(S)_customer_transcript_어요', '(S)_customer_transcript_없', '(S)_customer_transcript_었', '(S)_customer_transcript_예', '(S)_customer_transcript_으로', '(R)_worker_transcript_negative_count', '(S)_customer_transcript_positive_count', '(IF)_before_work_general_health']"
