,pid,accuracy,balanced_accuracy,auc,macro_precision,macro_recall,macro_f1-score,macro_support,weighted_precision,weighted_recall,weighted_f1-score,weighted_support,0_precision,0_recall,0_f1-score,0_support,1_precision,1_recall,1_f1-score,1_support
0,1,0.7084745762711864,0.6751346214760849,0.7171365220145709,0.6777190147819281,0.6751346214760849,0.6762568746717326,118.0,0.706614363059713,0.7084745762711864,0.707399211134884,118.0,0.772431545248001,0.7844155844155845,0.7783345330787287,77.0,0.5830064843158553,0.5658536585365853,0.5741792162647364,41.0
1,2,0.6712643678160919,0.6311507936507936,0.7162037037037038,0.6148877293812816,0.6311507936507936,0.6179732524987045,87.0,0.7002526583103676,0.6712643678160919,0.6818297164234044,87.0,0.8053171862230892,0.7206349206349206,0.7604222874076502,63.0,0.4244582725394738,0.5416666666666666,0.4755242175897588,24.0
2,3,0.6300653594771242,0.5750793650793651,0.7058201058201058,0.6250421482076656,0.5750793650793651,0.5536301237772567,153.0,0.6263517480170625,0.6300653594771242,0.58621082493621,153.0,0.6324632137942485,0.8866666666666667,0.7382540970113245,90.0,0.6176210826210826,0.2634920634920635,0.3690061505431892,63.0
3,7,0.6575757575757575,0.658138997921958,0.7274763334102979,0.6573092962787871,0.658138997921958,0.656912360629095,132.0,0.660089909359005,0.6575757575757575,0.6580242879013809,132.0,0.6940133889376646,0.6507042253521127,0.6715898006232695,71.0,0.6206052036199095,0.6655737704918032,0.6422349206349206,61.0
4,9,0.7085714285714285,0.7136363636363636,0.740530303030303,0.6884967934542238,0.7136363636363636,0.6888812892533822,35.0,0.7479158505507466,0.7085714285714285,0.717692979003278,35.0,0.8484711779448622,0.7,0.7664512231954093,24.0,0.5285224089635854,0.7272727272727273,0.6113113553113554,11.0
5,10,0.6725274725274726,0.8344444444444445,0.8977777777777778,0.516321044546851,0.8344444444444445,0.43226000700324896,91.0,0.9893696932867438,0.6725274725274726,0.7931983733104503,91.0,0.032642089093702,1.0,0.0632106661722902,1.0,1.0,0.6688888888888889,0.8013093478342077,90.0
6,12,0.6766233766233766,0.715453618756371,0.7466870540265036,0.6783187547517994,0.715453618756371,0.6625701427592021,154.0,0.7652588498626551,0.6766233766233766,0.6911552550554827,154.0,0.887518358612296,0.6220183486238533,0.7313530692221272,109.0,0.4691191508913028,0.8088888888888889,0.5937872162962773,45.0
7,13,0.9162790697674419,0.46904761904761905,0.4275132275132275,0.48762061236768506,0.46904761904761905,0.4781233221587195,129.0,0.9525611962531523,0.9162790697674419,0.934008350263545,129.0,0.9752412247353701,0.9380952380952381,0.956246644317439,126.0,0.0,0.0,0.0,3.0
8,14,0.7951219512195122,0.5652777777777778,0.7576388888888889,0.7216984735326628,0.5652777777777778,0.5655320129647847,246.0,0.7679421637321178,0.7951219512195122,0.7426997425374121,246.0,0.8041328778012564,0.975,0.8813527482899032,192.0,0.6392640692640692,0.15555555555555553,0.24971127763966638,54.0
9,19,0.6552147239263804,0.6011043153244988,0.6563030920829085,0.6055782623605082,0.6011043153244988,0.6024378277745154,163.0,0.6487367939207151,0.6552147239263804,0.6512221500223788,163.0,0.7334844558934854,0.7614678899082569,0.747016819163638,109.0,0.477672068827531,0.44074074074074077,0.45785883638539265,54.0
10,20,0.8707482993197277,0.5,0.5330592105263158,0.4353741496598639,0.5,0.46545454545454545,147.0,0.7582026007681985,0.8707482993197277,0.8105875077303649,147.0,0.8707482993197277,1.0,0.9309090909090909,128.0,0.0,0.0,0.0,19.0
11,21,0.8430379746835444,0.6430555555555555,0.6932539682539682,0.5959545969293268,0.6430555555555555,0.6108216972772014,79.0,0.8776088395121446,0.8430379746835444,0.8581549078558289,79.0,0.9382728302222901,0.8861111111111111,0.9114266762881489,72.0,0.2536363636363636,0.4,0.31021671826625385,7.0
12,22,0.5476510067114094,0.6159259259259259,0.6456613756613756,0.5395104009154642,0.6159259259259259,0.45286138515304925,149.0,0.8686447070968353,0.5476510067114094,0.6377231575951262,149.0,0.1342127842127842,0.7,0.22522168189792963,14.0,0.9448080176181441,0.5318518518518518,0.6805010884081687,135.0
13,23,0.8130434782608695,0.7995510662177329,0.848709315375982,0.6664952621718855,0.7995510662177329,0.6925863400630959,92.0,0.8936503185846749,0.8130434782608695,0.8389799224524197,92.0,0.9650419077429804,0.8172839506172839,0.8849893340604928,81.0,0.3679486166007905,0.7818181818181819,0.5001833460656989,11.0
14,all,0.726157060196523,0.6426428903438921,0.7009836341489951,0.6078804670957095,0.6426428903438921,0.5825929415313239,126.78571428571429,0.7830856923081522,0.726157060196523,0.7363490275872976,126.78571428571429,0.7209993814129827,0.8173141382446448,0.717627047974103,82.64285714285714,0.4947615527784363,0.46797164244313955,0.4475588350885447,44.142857142857146
15,all_std,0.1,0.1,0.12,0.08,0.1,0.09,50.19,0.12,0.1,0.1,50.19,0.29,0.13,0.26,50.25,0.29,0.27,0.24,36.7
