,pid,accuracy,balanced_accuracy,auc,macro_precision,macro_recall,macro_f1-score,macro_support,weighted_precision,weighted_recall,weighted_f1-score,weighted_support,0_precision,0_recall,0_f1-score,0_support,1_precision,1_recall,1_f1-score,1_support
0,1,0.6508474576271187,0.6532150776053215,0.7327526132404182,0.6400162064454248,0.6532150776053215,0.63739286606626,118.0,0.6832469920107334,0.6508474576271187,0.6585799898522293,118.0,0.7817171146872693,0.6454545454545454,0.7068395495869368,77.0,0.4983152982035802,0.6609756097560975,0.5679461825455834,41.0
1,2,0.6448275862068965,0.68125,0.7442460317460318,0.6451957370907572,0.68125,0.6259601646645411,87.0,0.745538754628021,0.6448275862068965,0.6633947177946444,87.0,0.8690378531354226,0.6,0.7094680139547718,63.0,0.4213536210460919,0.7625,0.5424523153743104,24.0
2,3,0.6281045751633987,0.5731746031746032,0.7025044091710758,0.6222271820610376,0.5731746031746032,0.5517144744816075,153.0,0.6238284803429553,0.6281045751633987,0.5843592179643589,153.0,0.6313012056585718,0.8844444444444445,0.7367013542171983,90.0,0.6131531584635033,0.2619047619047619,0.3667275947460166,63.0
3,7,0.6878787878787879,0.6895405218194413,0.7527591780189333,0.6886593886271063,0.6895405218194413,0.6875240369290938,132.0,0.6917345007373273,0.6878787878787879,0.688234786344112,132.0,0.7292508684820247,0.6676056338028169,0.6969059292073337,71.0,0.6480679087721879,0.7114754098360656,0.678142144650854,61.0
4,9,0.7057142857142857,0.7164772727272728,0.7799242424242424,0.6888645940832474,0.7164772727272728,0.6880844177355805,35.0,0.7506480539584255,0.7057142857142857,0.7155482747841553,35.0,0.8552046783625731,0.6875,0.762025571327897,24.0,0.5225245098039216,0.7454545454545455,0.6141432641432641,11.0
5,10,0.7868131868131869,0.3977777777777778,0.5599999999999999,0.49311185099821025,0.3977777777777778,0.44032663051208926,91.0,0.9753860788975587,0.7868131868131869,0.8709757526612754,91.0,0.0,0.0,0.0,1.0,0.9862237019964205,0.7955555555555556,0.8806532610241785,90.0
6,12,0.712987012987013,0.7541896024464831,0.780112130479103,0.710594054188247,0.7541896024464831,0.6991207748948489,154.0,0.795799393970313,0.712987012987013,0.7258709941291287,154.0,0.9156194030388433,0.655045871559633,0.7634884899273348,109.0,0.5055687053376504,0.8533333333333333,0.634753059862363,45.0
7,13,0.9093023255813953,0.4654761904761905,0.4056878306878306,0.48752877649522863,0.4654761904761905,0.4762243447592218,129.0,0.9523817959441676,0.9093023255813953,0.9302987199947588,129.0,0.9750575529904573,0.930952380952381,0.9524486895184436,126.0,0.0,0.0,0.0,3.0
8,14,0.7894308943089431,0.5316840277777778,0.7391203703703704,0.7543230511881763,0.5316840277777778,0.5049908078559434,246.0,0.7752470160242846,0.7894308943089431,0.7154773963360777,246.0,0.7916222928525432,0.9911458333333334,0.8802060307987913,192.0,0.7170238095238095,0.07222222222222222,0.1297755849130953,54.0
9,19,0.663803680981595,0.6341573224600747,0.6535847774379884,0.6281926153837577,0.6341573224600747,0.6300819357759233,163.0,0.6735315930787364,0.663803680981595,0.667723051948194,163.0,0.7625608583706946,0.7220183486238533,0.7416365164319256,109.0,0.49382437239682064,0.5462962962962963,0.5185273551199211,54.0
10,20,0.8700680272108844,0.499609375,0.5276521381578947,0.43532988537880907,0.499609375,0.46525945587259454,147.0,0.7581255146733001,0.8700680272108844,0.8102477598869673,147.0,0.8706597707576181,0.99921875,0.9305189117451891,128.0,0.0,0.0,0.0,19.0
11,21,0.8379746835443038,0.5951388888888889,0.695734126984127,0.5673274672187716,0.5951388888888889,0.576391010154936,79.0,0.8649879008657214,0.8379746835443038,0.8502510329886283,79.0,0.9290993788819876,0.8902777777777777,0.909236268675885,72.0,0.20555555555555555,0.3,0.2435457516339869,7.0
12,22,0.5503355704697986,0.6334126984126984,0.6444179894179894,0.5454526832026831,0.6334126984126984,0.45835801672922427,149.0,0.8747214512516527,0.5503355704697986,0.6395714134753249,149.0,0.13998948948948947,0.7357142857142858,0.23521094139724924,14.0,0.950915876915877,0.5311111111111111,0.6815050920611994,135.0
13,23,0.6728260869565217,0.7395622895622895,0.8123456790123458,0.6050471128098948,0.7395622895622895,0.5776980116356337,92.0,0.8791121316474108,0.6728260869565217,0.7299494228691152,92.0,0.9652468518534871,0.6518518518518518,0.777799866399638,81.0,0.2448473737663024,0.8272727272727274,0.3775961568716293,11.0
14,all,0.7222081543888663,0.6117618320092014,0.6807743940820251,0.6079907575122394,0.6117618320092014,0.5727947820048213,126.78571428571429,0.7888778327164719,0.7222081543888663,0.7321773236449264,126.78571428571429,0.7297405227543559,0.7186592659653517,0.7001775809420423,82.64285714285714,0.48624099227012296,0.5048643980530512,0.4454119830676001,44.142857142857146
15,all_std,0.1,0.11,0.11,0.09,0.11,0.09,50.19,0.11,0.1,0.1,50.19,0.3,0.25,0.27,50.25,0.3,0.32,0.27,36.7
